excluded,ate,rmspe,change_pct,interpretation
None (Baseline),-3.152198657816952,0.589720944867438,0.0,Reference
DE,-3.184202902868739,0.5904142927206971,-1.0152991142363939,Robust
FR,-3.152198607015473,0.5897209448643507,1.6116204763141168e-06,Robust
IT,-0.6707419547117229,1.476782855519909,78.72145675056395,Highly Sensitive
AT,-3.152198246833204,0.5897209448833376,1.3038002757330196e-05,Robust
NL,-2.6181273171719552,0.694447034620434,16.942819873379,Robust
