weights,rmspe_pre,mape_pre,r_squared,ate,ate_yoy,post_periods,variable,variable_name
"{'DE': np.float64(0.4834165040585182), 'FR': np.float64(0.32382661354440234), 'IT': np.float64(0.18099540527906657), 'AT': np.float64(2.030319806741152e-11), 'NL': np.float64(0.011761477097709567)}",1.1920707746593697,0.9481720513635411,0.8827973242407965,-2.510539449705865,-1.7418619876492027,19,HICP_Total,Headline Inflation
"{'DE': np.float64(2.1621548454808867e-06), 'FR': np.float64(1.4453700511722988e-06), 'IT': np.float64(0.2929810335006175), 'AT': np.float64(0.40138301410882793), 'NL': np.float64(0.3056323448656579)}",13.542229055675376,11.451901401132274,0.7329498085615243,-61.5165334807331,,19,CP0451,Electricity Prices
"{'DE': np.float64(5.929466691350859e-09), 'FR': np.float64(1.3414801331040393e-10), 'IT': np.float64(0.34852819829509096), 'AT': np.float64(0.5402779749924861), 'NL': np.float64(0.1111938206488083)}",4.481954647278905,3.3876470493301882,0.9316874221605799,-37.96247433689874,,19,HICP_Energy,Energy Inflation
