donor,placebo_effect,placebo_rmspe
DE,0.9825847239462732,0.5360885668683825
FR,-3.990020400792165,0.8165645528833535
IT,0.7263157821825081,2.357221913343183
AT,0.9419062675072137,1.6829439396635166
NL,1.2347887955765988,1.135927503441661
