Country,Gas_Pass_Through,Energy_Sensitivity,Inflation_Volatility,Distance_to_ES
ES,0.0024662793276627295,0.8531018224218235,0.0231862354012278,0.0
DE,-7.923298544668033e-05,0.8505087317800991,0.018549193171883558,2.4822314371284278
FR,-7.67629870756525e-05,0.9182248354394056,0.012209770807150841,3.487613196482312
IT,0.00015159570829775804,0.8177829966361834,0.016697365332037254,2.577722677735251
NL,0.001753281216869777,0.8742772046157717,0.0233820105661463,0.7548687945506245
AT,-1.3529915969116878e-05,0.7622708446221353,0.013652971133036105,3.4655469906314704
