horizon,irf,lower,upper,country,variable
12,-1.3619579442783356,-6.50284931302383,3.7789334244671586,PL,HICP_Core_YoY
0,14.709203439162101,1.0424117325711073,28.375995145753095,PL,IP_Total_YoY
1,7.157901152529649,-11.115141660247794,25.430943965307094,PL,IP_Total_YoY
2,8.336022193819762,-10.080253205477579,26.752297593117103,PL,IP_Total_YoY
3,-0.6119250190669914,-20.908925900079453,19.68507586194547,PL,IP_Total_YoY
4,-4.3743870250590735,-20.198630888890477,11.449856838772332,PL,IP_Total_YoY
5,-5.919578720622567,-19.68862922998039,7.849471788735254,PL,IP_Total_YoY
6,-8.653012443385677,-22.236173335860485,4.930148449089133,PL,IP_Total_YoY
7,-5.478726507615659,-19.74378624155043,8.786333226319112,PL,IP_Total_YoY
8,-2.221072515641853,-17.774044200126728,13.33189916884302,PL,IP_Total_YoY
9,14.51324821249624,-4.429295462134952,33.45579188712743,PL,IP_Total_YoY
10,16.27043198979626,-5.152519269844593,37.69338324943712,PL,IP_Total_YoY
11,-9.738904915504198,-29.73774118296477,10.25993135195637,PL,IP_Total_YoY
12,-23.29018952139958,-51.390975905481085,4.810596862681923,PL,IP_Total_YoY
